ID,Post,Label
797,Is This a 'COVID 5G Chip Diagram'?,FALSE
798,Woman Mistaken for Clown Shot and Killed in Walmart Parking Lot,FALSE
799,Olympic Goofs,FALSE
800,Scam in New York City Urges Residents To 'Pre-Register' for COVID-19 Vaccine,FALSE
801,Cicret Bracelet,Mixture
802,$42.4 Billion Consumer Rebate Program,Mixture
803,Did Piers Morgan End His Friendship with Trump in an Open Letter?,TRUE
804,Did the Vatican Say It's OK To Get the COVID-19 Vaccine?,TRUE
805,Did Biden Call Trump 'Xenophobic'?,TRUE
806,Does Luxottica Own 80% of the Eyeglass Industry?,Mixture
807,Did a Woman Give Birth to a Human-Goat Hybrid?,FALSE
808,Are the Unvaccinated Being Forcibly Rounded up in Oklahoma?,FALSE
809,Does a 1994 Denver Airport Mural Show a Masked Global Population?,FALSE
810,Can You Get Free Baby Formula During COVID-19 Crisis by Calling the Company?,FALSE
811,Is the White House Gift Shop Selling a 'Trump Defeats COVID-19' Coin?,Mixture
812,WhatsApp Will Share Personal User Information with Facebook and Make It Public?,FALSE
813,50-Foot Megalodon Captured on Video,FALSE
814,Did an Oregon County Say Only White People Must Wear COVID-19 Masks?,Mixture
815,Is This a Photograph of a Rare Marbled Fuark?,FALSE
816,Hillary Clinton Referenced RFK Assassination as Reason to Continue 2008 Campaign,TRUE
817,Small Canadian Town Will Give You a Job and Land to Relocate,Mixture
818,Did 59 People Die After Pastor Gave Them Dettol To Drink To Prevent Coronavirus?,FALSE
819,Bob Beckel Called for WikiLeaks Founder Julian Assange to Be Assassinated,Mixture
820,Does Pelosi Want 'Guaranteed Minimum Incomes' for 'Illegal Aliens' in Next COVID-19 Stimulus?,Mixture
821,Obama Commissions Gender Neutral Bible,FALSE
822,Did Trump Campaign Use COVID Diagnosis to Fundraise $421 Million?,FALSE
823,"Mark Zuckerberg Removing Clinton, Trump Pages for Facebook Likes",FALSE
824,Does Drinking Alcohol Impair Effectiveness of COVID-19 Vaccine?,Mixture
825,Postal Worker Caught Destroying Absentee Trump Ballots in Major Swing State,FALSE
826,Did a Clinical Trial Participant Develop 'Huge Bleeding Sores' From a COVID-19 Vaccine?,FALSE
827,Did Kamala Harris Support Abortion Until the Time of Giving Birth?,Mixture
828,"Does the Red Cross Ban Prayer at Shelters, Even in Churches?",FALSE
829,Did This Nobel Prize Winner Say COVID-19 Was Created in a Lab?,TRUE
830,Putin Cancels Campaign Event with Trump?,FALSE
831,Is Only 9% of the American Rescue Plan Related to COVID-19?,Mixture
832,Were Old Apartment Radiators Designed To Prevent Spread of the 1918 Pandemic?,TRUE
833,How to Spot a Two-Way Mirror,Mixture
834,Mysterious Creature Filmed in Portuguese Desert,FALSE
835,Would You Have Invested?,TRUE
836,Denzel Washington Switches to Trump,FALSE
837,Officer Who Shot Alton Sterling Pictured at KKK Rally,FALSE
838,Did a COVID Vaccine Candidate Produce False Positives for HIV?,TRUE
839,Did Johns Hopkins Publish This 'Excellent Summary' of COVID-19 Advice?,FALSE
840,Was a Man in a Trump-Shaped Floatie Charged with Assault for Breathing on People?,TRUE
841,Do Scented Candles Cause Cancer?,Mixture
842,Donald Trump Kicked a Crying Baby Out of a Political Rally,FALSE
843,Can You Defy Pandemic Shutdown Orders and Collect Damages?,FALSE
844,Ford Motors Funds Black Lives Matter,FALSE
845,Trump Attacks God in Tweetstorm,FALSE
846,Did a Muslim Woman Demand Men Leave a Salon So She Could Get Her Hair Styled?,Mixture
847,Will a Trump Order Drop Insulin Price to 'Pennies A Day'?,Mixture
848,Will a COVID-19 Vaccination Get You a Free Krispy Kreme Doughnut?,TRUE
849,Are Boston Public Schools Suspending Advanced Classes Because of Too Many White and Asian Students?,Mixture
850,G20 Ends Abruptly as Obama Calls Putin a Jackass?,FALSE
851,Photograph of Hillary Clinton Slipping on Stairs Circulated as Proof of Poor Health,Mixture
852,Wisconsin to Eliminate All Food Assistance Programs Through 2019,FALSE
853,Did Woodstock Occur During a Pandemic as Lethal as COVID-19?,Mixture
854,Did 'Head of Pfizer Research' Say COVID-19 Vaccine 'Is Female Sterilization'?,FALSE
855,Did Donald Trump Meet with an Anti-Gay Hate Group Shunned by Other Candidates?,Mixture
856,First Lady Michelle Obama Requires More Than Twenty Attendants,FALSE
857,Pence Recaptured After Fleeing Trump Campaign Bus?,FALSE
858,Did a Mother Sue a Hospital Because Her Son Turned Gay from Flu Shot?,FALSE
859,Colin Kaepernick Wears Fidel Castro T-Shirt at Press Conference,TRUE
860,Is COVID-19 a Bacterial Infection Easily Cured with Aspirin?,FALSE
861,Cheez-It Crackers and TBHQ,Mixture
862,Does H.R. 6666 Authorize Removing COVID-19 Patients from Their Homes?,FALSE
863,Did the House Give Itself a $25M Raise in Coronavirus Aid Bill?,FALSE
864,"Huge Crowd at Trump Rally in Panama City, Florida",FALSE
865,4-Year-Old Boy Accused of Hacking FBI Database,FALSE
866,Did Ted Cruz Say Democrats Would Lift COVID Restrictions a Week After the Election?,TRUE
867,Did Trump’s Tulsa Rally Result in 100% Positive COVID-19 Test Rates in Oklahoma?,FALSE
868,Is This a Dolphin Caught in Hurricane Winds?,FALSE
869,Was the White House Built by Slaves?,Mixture
870,Did a Utah School Reopening Plan Include Template Letter in Case a Student Dies?,Mixture
871,"Usain Bolt, Shakira Donated Millions to Haiti After Hurricane Matthew",FALSE
872,Mutation Response Vehicle,FALSE
873,Michigan Farmers Forced to Destroy Edible Cherries to Prop Up Imports?,Mixture
874,Did Tennis Star Serena Williams Write the Viral 'I'm Sick of COVID-19' Post?,FALSE
875,Wisconsin Girl Dies as a Result of Receiving Gardasil HPV Vaccine,FALSE
876,Video: Black Protesters Targeted Whites in Milwaukee?,Mixture
877,Is This Queen Elizabeth Wearing a Yellow Face Mask?,FALSE
878,Did Trump Admin Give $55M to 'Bankrupt Company' for N95 Masks It Doesn't Make?,Mixture
879,Did Jane Fonda Say COVID-19 Was 'God's Gift to the Left'?,TRUE
880,Has US Seen Surge in Hate Crimes Against Asian People During COVID?,TRUE
881,Was COVID-19 Discovered in the US and South Korea on the Same Day?,TRUE
882,The Boy Who Harnessed the Wind,TRUE
883,Is the Pacu a Testicle-Biting Fish?,Mixture
884,Clinton Received Debate Questions Week Before Debate,FALSE
885,Was Sturgis Motorcycle Rally Responsible for 250K Coronavirus Cases?,Mixture
886,Did MSNBC Reporter Say 'I Hope Coronavirus Kills People and Hurts Trump's Reelection'?,FALSE
887,Joel Osteen Endorses Donald Trump,FALSE
888,Fifty Former National Security Officials Disavow Trump in Formal Statement,TRUE
889,Is This a Picture of Congressmembers Sitting During the Pledge of Allegiance?,Mixture
890,Do Bats on 2020 U.S. Quarters Demonstrate a Government COVID-19 Plot?,Mixture
891,Can People Who Recover from COVID-19 Become Reinfected?,Mixture
892,Is This the NFL's New COVID-19 Helmet?,FALSE
893,Trump Threatens to Skip Remaining Debates If Hillary Is There?,FALSE
894,Tim Hortons Adding Marijuana to Their Menu,FALSE
895,Southwest Airlines Las Vegas Ticket Giveaway Scam,FALSE
896,Does This Photo Show Trump Wearing a Protective Mask?,TRUE
897,Hurricane Hermine Waterspout in North Carolina,FALSE
898,Hillary Clinton Has Run No Positive Political Ads?,FALSE
899,Trump: You People Really Believed Me?,FALSE
900,Did Fauci Say Wearing Two Masks Is Better Than One?,TRUE
901,Did the Kenyan Government Have Maasai Tribe Whip People To Enforce Curfew?,FALSE
902,Did Hank Aaron Die From a COVID-19 Vaccination?,Mixture
903,Did Elisa Granato Die from COVID-19 Trial Vaccination?,FALSE
904,Is This 'Social Distancing = Communism' Protest Sign Real?,TRUE
905,Police Shoot Department Store Mannequin 67 Times After Mistaking it for Gunman,FALSE
906,Will Lemons and Hot Water Cure or Prevent COVID-19?,FALSE
907,Did Country Singer Joe Diffie Die from Lung Cancer?,FALSE
908,Did Donald Trump Receive an Ellis Island Award in 1986?,TRUE
909,Fatima Noor Appointed to Homeland Security,Mixture
910,Did a Woman Have a Dead Kitten Removed from Her Vagina?,FALSE
911,"Did Trump Golf, Hold Rallies After Learning About COVID-19 Threat?",TRUE
912,Half-Eaten Shark Washes Up in Daytona,Mixture
913,DidÂ John Kerry Hide His Connection to an Iranian Official with Whom He Negotiated a Nuclear Deal?,FALSE
914,Wisconsin Transgender Students Forced to Wear Green Bracelets?,Mixture
915,Is This a Picture of Biden and Harris in a Crowd Without Face Masks?,FALSE
916,Mexico-Guatemala Border Wall,FALSE
917,Hillary Clinton Was Responsible for the Waco Massacre?,FALSE
918,Could Kids with COVID-19 Symptoms Be Quarantined Without Parental Consent?,FALSE
919,Black Lives Matter Protests Kill Girl Waiting for Transplant in Memphis,FALSE
920,Video Showing Bill Clinton Rape of 13-Year-Old Girl Plunges Presidential Race Into Chaos,FALSE
921,WikiLeaks Exposes Clinton Assassination of Antonin Scalia?,FALSE
922,Does Meme Accurately Compare US COVID Relief Funds to Other Countries'?,Mixture
923,Michele Bachmann on Columbus Day,FALSE
924,Did Trump Tweet That Obama 'Had 8 Years to Prepair the Next President for a Pandemic'?,FALSE
925,Hillary Clinton Hired a Child Actor for a Town Hall Event?,Mixture
926,Scary Clowns Kill 23 People in Canada,FALSE
927,Sylvester Stallone Death Hoax,FALSE
928,Will Over Half A Million Sharks Be Killed for COVID-19 Vaccine?,Mixture
929,Did Melinda Gates Say This About Black People and COVID-19 Vaccination?,TRUE
930,Did Trump Take Credit for 'Beautiful' COVID-19 Vaccine?,TRUE
931,Did Trump Decry Low-Flow Showers and Dishwashers During a Pandemic?,TRUE
932,Dandelion Root Kills 98% of Cancer Cells in 48 Hours?,Mixture
933,No American Flags Present at the Democratic National Convention,FALSE
934,"PokÃ©mon Enthusiast Stabbed, Turns Down Medical Treatment to Keep Playing",TRUE
935,Did Dolly Parton Help Fund a COVID-19 Vaccine?,TRUE
936,Were CA Wineries Ordered to Close Indoor Operations While Newsom’s Remained Open?,Mixture
937,Did the Same Person 'Die Twice' from COVID-19?,FALSE
938,Donald Trump Donated $100k to Anti-Gay Hate Group Instead of Louisiana Flood Victims?,Mixture
939,Was 'Coronavirus' Replaced with 'Chinese Virus' in Trump's Notes?,TRUE
940,Was DNC Worker Seth Conrad Rich Gunned Down on His Way to Meet the FBI?,FALSE
941,Did Trump Praise China for Its 'Transparency' on COVID-19?,TRUE
942,Did Rush Limbaugh Downplay COVID as 'the Common Cold'?,TRUE
943,The Narilatha Flower,FALSE
944,Did Biden Claim There Was No COVID-19 Vaccine When He Came Into Office?,Mixture
945,Did Nostradamus Predict the COVID-19 Pandemic?,FALSE
946,Did a WTC Leaseholder Buy Terrorism Insurance Just Before 9/11?,Mixture
947,Was Oprah's Home Raided in a Sex-Trafficking Sting?,FALSE
948,Allen West Pens Open Letter to Colin Kaepernick,TRUE
949,Does Jared Kushner’s Brother Own a Company Involved in COVID-19 Testing?,Mixture
950,Did Rep. Ilhan Omar Criticize AOC for Getting COVID-19 Vaccine?,Mixture
951,Did Kurt Cobain Predict a Donald Trump Presidency in 1993?,FALSE
952,The Tragic Life Experiences of Dallas Police Chief David Brown,TRUE
953,Did a Woman Stab Her Baby to Get Revenge on Her Boyfriend?,FALSE
954,Will Eating Bananas Prevent Coronavirus Infection?,FALSE
955,Hillary Clinton Used Green Screen to Make a Fake Crowd in Nevada,FALSE
956,Is FEMA Covering Funeral Expenses for People Who Died From COVID-19?,TRUE
957,Nicolas Cage Death Hoax,FALSE
958,Was Fox News' John Roberts Caught on Hot Mic Discussing COVID-19 as a Hoax?,FALSE
959,Did Former U.S. Rep. Trey Gowdy Suggest COVID-19 Was a Conspiracy Against Trump?,FALSE
960,"Shipment of Samsung Smartphones Explodes During Transport, 3 Dead",FALSE
961,Did Trump Say Governors Had To Treat Him Well To Get COVID-19 Supplies?,Mixture
962,Did COVID-19 Kill Chuck Norris?,FALSE
963,Is the 1950s ‘Thalidomide Tragedy’ Indicative of COVID-19 Vaccine Risks?,Mixture
964,Is Clinton-Owned Medical Supply Price Gouging During COVID-19 Pandemic?,FALSE
965,Did George Orwell's '1984' Predict COVID-19 Restrictions?,FALSE
966,Has Child Prostitution Been Legalized in California?,Mixture
967,NFL Fining Players for Wearing 9/11 Memorial Cleats?,Mixture
968,Did Trump Tweet 'Some Oldies Will Have to Die'?,FALSE
969,Were Tennessee Schoolchildren Forced to Bow Down to Allah?,FALSE
970,Was the Empire State Building Lit Green on 9/11 for a Muslim Holiday?,FALSE
971,Did Chuck Woolery Say His Son Tested Positive for COVID-19?,TRUE
972,Is This a PSA About Reopening the Economy?,FALSE
973,Does the Supplement InteliGEN Increase Intelligence?,Mixture
974,"No, Sloan Kettering Did Not Say mRNA Vaccines 'Promote Cancer'",FALSE
975,Trump Blasts Media for Reporting Things He Says?,FALSE
976,Are German Police Wearing Chainmail to Defend Against Refugee Attacks?,FALSE
977,Does Pfizer 'Page 132' Warn Against Unprotected Sex After COVID-19 Vaccine?,FALSE
978,Did Tanzania's President Expose Faulty COVID-19 Testing by Submitting Non-Human Samples?,Mixture
