ID,Post,Label
2042,Leaked E-mails Show John Podesta Discussed Alien Technology with Former NASA Astronaut,Mixture
2043,Hillary Clinton Refused to Congratulate American Gold Medalist?,Mixture
2044,Did the Pope Declare Fornication Is No Longer a Sin?,FALSE
2045,Crystal Griner and Steve Scalise,Mixture
2046,Did Floodwaters in Southeast Texas Test Positive for Several Diseases After Harvey?,Mixture
2047,Did a Panda Fake Pregnancy to Get Special Treatment?,FALSE
2048,Was Stephen Colbert Fired After One Phone Call from President Trump?,FALSE
2049,Should Fabric Masks Be Sanitized in a Microwave?,FALSE
2050,NASA Admits It Is in Contact with Alien Species and Just Forgot to Mention It,FALSE
2051,Did California Governor Sign a Law Allowing Felons to Vote While in Prison?,Mixture
2052,"Julian Assange Said Bernie Sanders Won Race, Was Threatened",FALSE
2053,Did Ruth Bader Ginsburg Say that Pedophilia Was Good for Children?,FALSE
2054,Woman Gives Birth to Puppies After Having Sex with Family Dog?,FALSE
2055,Jason Pierre-Paul Blows Off Other Hand After His Samsung Galaxy Note 7 Explodes,FALSE
2056,Pokemon Go Uploads Your Data to Google Maps,FALSE
2057,Did Facebook Shut Down an AI Experiment Because Chatbots Developed Their Own Language?,FALSE
2058,Was a Florida Man Emasculated During a Pit Bull Sex Assault?,FALSE
2059,Was Elizabeth Warren Once Fired for Being Pregnant?,Mixture
2060,Pokemon Global Offensive,FALSE
2061,Feminine Double-Speak,FALSE
2062,Did Trump Say in February 2020 That COVID-19 Is Deadlier Than the Flu?,TRUE
2063,Maxine Waters Fears a Trump-led War After Nuclear Attack by North Korea?,FALSE
2064,Obama Permanently Protected Planned Parenthood from Defunding,Mixture
2065,Did Bart Simpson Mock Islam During a Chalkboard Gag?,FALSE
2066,Did Spirit Halloween Say It Would Not Open Stores in 2020?,FALSE
2067,Was Casey Anthony Found Dead at Age 29?,FALSE
2068,Cicret Bracelet,Mixture
2069,"No, Quaden Bayles Did Not Commit Suicide",FALSE
2070,Did Trolls Try to Clog Phone Lines After Iowa Caucuses?,TRUE
2071,Are 'Mass Graves' Being Dug for COVID-19 Deaths?,Mixture
2072,Obama Accomplishments,Mixture
2073,Are There More Trees on Earth Than Stars in the Milky Way?,TRUE
2074,Did  President Obama Pose Next to a Mile 69 or 420 Marker?,FALSE
2075,Did Whoopi Goldberg Wear a Violent Anti-Trump Shirt?,FALSE
2076,Was a Homeless Couple Found Living in a Walmart Attic?,FALSE
2077,Does a Video Show Two Men Looting a Cash Register During Tropical Storm Harvey?,Mixture
2078,Were the Georgia Guidestones Stolen and Taken to New Hampshire?,FALSE
2079,Hillary Clinton Used Hand Signals to Rig Debate?,FALSE
2080,Does Ivanka Trump Hold a Trademark on Coffins in China?,Mixture
2081,Did Trump Praise China for Its 'Transparency' on COVID-19?,TRUE
2082,Is Brian May from Queen an Astrophysicist?,TRUE
2083,Amy Schumer to Star in an All-Female Remake of Saving Private Ryan?,FALSE
2084,Was This Traffic Light Altered to Display a Fist Raised in Protest?,Mixture
2085,Ted Cruz Will Speak at Democratic National Convention,FALSE
2086,Did More Mass Shootings Take Place Under Obama Than Any Other President?,FALSE
2087,Fox News to Shut Down for Routine Maintenance?,FALSE
2088,Did Adam Schiff Pay Witnesses Over $40 Million to Testify Against Trump?,FALSE
2089,Marmite Cures Premature Ejaculation?,Mixture
2090,Does Footage Show Tornadoes in Cape Town?,FALSE
2091,Is the Pacu a Testicle-Biting Fish?,Mixture
2092,Michelle Obama Plagiarized Her 2008 DNC Speech from Stephen R. Covey,FALSE
2093,Rainbow Grilled Cheese,FALSE
2094,Woman with Concealed Carry Permit Saves Multiple Lives After Stopping Department Store Shooter,FALSE
2095,Did Target Stores Ban Salvation Army Bellringers?,TRUE
2096,Was a Crashed Bus Carrying Non-Citizens to Texas to Vote for Biden?,FALSE
2097,Did Joe Biden Say He Eats the Sticks of Corn Dogs?,FALSE
2098,Did President Trump Experience Diarrhea on a Golf Course?,FALSE
2099,Do 52 Thoroughbred Horses Need New Homes Due to COVID-19?,FALSE
2100,Did a Shark Attack on a Missouri Highway?,FALSE
2101,Celebrity Summoned to Jury Duty in Your Town!,FALSE
2102,Did Trump Tweet He'd Deny Stimulus Checks to Any Who Used #NotMyPresident?,FALSE
2103,Daughter Fertilizes Own Eggs with Sperm of Deceased Father,FALSE
2104,Facebook Car Giveaway,FALSE
2105,Did a Noted Pathologist Write This Viral Coronavirus Advice Letter?,TRUE
2106,Forever 21 Swastika Rings,FALSE
2107,Obama Admits He Is a Muslim,FALSE
2108,Pope Francis Has Lost All Faith in American Christians?,Mixture
2109,RNC Reportedly Adopts Conversion Therapy as 2016 Platform Plank,Mixture
2110,Teen Kills Younger Brother Because He Thought He Deleted His Pokemon,FALSE
2111,Loretta Lynch Pleads Fifth Over Iran Payment,Mixture
2112,"Is Medicare Paying Hospitals $13K for Patients Diagnosed with COVID-19, $39K for Those on Ventilators?",Mixture
2113,Was Bill Clinton Forced to Testify at His Impeachment Trial?,Mixture
2114,Is Michigan Gov. Whitmer Building an Electrified Fence Around Her Residence?,Mixture
2115,BRAVECTO Flea and Tick Warning,Mixture
2116,Bacon Sandwich Reported as Offensive on Facebook,FALSE
2117,Man Dressed as Clown Arrested After Police Find 11 Bodies Stuffed in Freezers at His Home,FALSE
2118,Do Yellowstone Earthquakes Foretell a Coming Cataclysm?,FALSE
2119,Pence Recaptured After Fleeing Trump Campaign Bus?,FALSE
2120,Did a Montana Man Sell Jerky Made From Human Meat?,FALSE
2121,Tim Kaine Wears Communist Flag Pin at DNC,FALSE
2122,Finnish Researchers Set to Start Type 1 Diabetes Vaccine Trials?,TRUE
2123,Did a GOP Candidate Tweet Praise for Accused Kenosha Shooter?,TRUE
2124,Will Eating Bananas Prevent Coronavirus Infection?,FALSE
2125,The Sound of Apocalypse,Mixture
2126,How to Be a Good Wife,Mixture
2127,Ted Cruz Literally Talks to God?,FALSE
2128,Baby Smothered Under Pile of Coats?,FALSE
2129,Donald Trump Made Donations to NAMBLA?,FALSE
2130,"Katrina Pierson Arrested for Shoplifting, Illegally Collected Unemployment?",Mixture
2131,#SaveTwitter? Social Media Network Not Shutting Down in 2017,FALSE
2132,Are Dutch Restaurants Letting People Dine in Personal Pods During COVID-19 Pandemic?,Mixture
2133,Did Ariana Grande Defile the American Flag?,FALSE
2134,Did a Coronavirus Bulletin Warn Against Unprotected Sex with Farm Animals?,FALSE
2135,"Was a Half-Human, Half-Lion Hybrid Creature Found in Indonesia?",FALSE
2136,Antifa Member Photographed Beating Police Officer?,FALSE
2137,Melania Trump Wore Heels to Visit Texas After a Hurricane?,FALSE
2138,Was a UFO Photographed Over Memphis?,FALSE
2139,Missing Child: Rosemary Gullett,Mixture
2140,Does Donald Trump Own a Stake in the Dakota Access Pipeline?,Mixture
2141,Did a Woman Stab Her Baby to Get Revenge on Her Boyfriend?,FALSE
2142,Target Blocks Israel from E-Commerce Access?,Mixture
2143,Did 'Yardi Gras' Replace Mardi Gras Parades in New Orleans?,TRUE
2144,Is This Microsoft Logo/Coronavirus Crop Circle Real?,FALSE
2145,Chinese Wreckers,Mixture
2146,Did Biden Tweet 'We Are Not Prepared for a Pandemic' Before COVID-19?,TRUE
2147,Obama Bribed Iran $400 Million to Release U.S. Prisoners?,FALSE
2148,Bill Clinton in the Nude,FALSE
2149,Did Pelosi Delete a Tweet That Showed Her Promoting Chinatown Tourism?,Mixture
2150,Florida Man Turns Himself in for Murdering Imaginary Friend?,FALSE
2151,Russia Paid Donald Trump Millions of Dollars,Mixture
2152,Should You Call #77 or 112 to Contact the Police in an Emergency?,FALSE
2153,Does This Photo Show an Anti-Semitic Sign at a COVID-19 Lockdown Protest?,TRUE
2154,Solar Eclipse in the South Pacific,FALSE
2155,Is This a Photo of Australian Fires Taken from the Space Station?,FALSE
2156,Did a Woman Give Birth to a Human-Goat Hybrid?,FALSE
2157,Did Trump Get Vaccinated for COVID-19 Before Leaving Office?,Mixture
2158,Are NFL Players Required to Stand on the Field During the National Anthem?,Mixture
2159,Eric Holder Participated in an Armed Takeover of an ROTC Office,Mixture
2160,Were Jimmies Named After Jim Crow?,Mixture
2161,The Eyes That Saw a Nuke,Mixture
2162,Was a Minnesota Man Jailed for Having a Windmill on His Property?,Mixture
2163,Do 18 Inches of Bullet Casings Cover Chicago Streets?,FALSE
2164,President Obama Allows Hot Food to be Purchased with Food Stamps,FALSE
2165,Mr. Peebles,FALSE
2166,Did a Muslim Man Rape a 13-Year-Old Girl and Get Beaten by Trump Supporters?,FALSE
2167,Did Senator Elizabeth Warren Perform Nude Pagan Rituals in College?,FALSE
2168,Obama Launches First Salvo in War on Christmas?,FALSE
2169,WhatsApp Will Share Personal User Information with Facebook and Make It Public?,FALSE
2170,Is This a Road Rage Incident in Russia?,FALSE
2171,Did a 14-Year Old Virgin Fall Pregnant After a Flu Shot?,FALSE
2172,Was COVID-19 Created to Distract Us from a Doomsday Asteroid?,FALSE
2173,DEFCON Warning Level Escalated to 3,FALSE
2174,Were Tennessee Schoolchildren Forced to Bow Down to Allah?,FALSE
2175,Was an 11-Year-Old Girl Forced to Marry Her Rapist in Florida?,Mixture
2176,Louisiana Breaks Off Trade Relations with Ireland?,FALSE
2177,Does Ivanka Trump Hold a Trademark on Coffins in China?,Mixture
2178,Suppressed North Dakota Pipeline Protest Photo,FALSE
2179,"Man Sees Dead People, Speaks to God After Being Deprived of His Senses",FALSE
2180,"After Colonoscopy Reveals Brain Tumor, Donald Trump Drops from Race",FALSE
2181,Michael Jordan Death Hoax,FALSE
2182,Hillary Clinton Was Responsible for the Waco Massacre?,FALSE
2183,Snowden Pronounced Dead by His Girlfriend in Russia,FALSE
2184,Military Dis Account,Mixture
2185,Is This Train Car Carrying 'COVID-19'?,FALSE
2186,Rock Legend Animal Is Not Dead,FALSE
2187,Did President Obama Order More Than 500 Drone Strikes?,TRUE
2188,Did¬†John Kerry Hide His Connection to an Iranian Official with Whom He Negotiated a Nuclear Deal?,FALSE
2189,Adele White Privilege Petition,Mixture
2190,Did CNN Use the Same Girl in Three Different Refugee Crisis Pictures?,FALSE
2191,Is ProtestJobs.com a Real Service for Hiring Protesters?,FALSE
2192,Did Photographs Show a Naked Woman Protesting in Portland?,TRUE
2193,Wisconsin to Eliminate All Food Assistance Programs Through 2019,FALSE
2194,Was a Swastika Flag Displayed at Operation Gridlock Protest?,FALSE
2195,Did Hillary Clinton Throw a Tantrum with Matt Lauer?,FALSE
2196,Was a Man in a Trump-Shaped Floatie Charged with Assault for Breathing on People?,TRUE
2197,Did Trump Tweet This About Kamala Harris?,FALSE
2198,FALSE: Muslims Declare December 24th an Islamic Holiday,FALSE
2199,An Ode to America,TRUE
2200,Did All Vegas Hotels Except Trump's Donate Rooms for COVID-19 First Responders?,Mixture
2201,Can a Bug Crawl in Your Ear and into Your Brain?,FALSE
2202,Do Police Kill More White People Than Black People?,Mixture
2203,No American Flags Present at the Democratic National Convention,FALSE
2204,NFL Fining Players for Wearing 9/11 Memorial Cleats?,Mixture
2205,Is COVID-19 a Bacterial Infection Easily Cured with Aspirin?,FALSE
2206,Obama Begins Confiscating Guns by Force,FALSE
2207,Road Runner Tunnel Crash,FALSE
2208,Did Donald Trump Cut Funding for Obamacare Enrollment Publicity?,TRUE
2209,Trump to Repurpose USS Enterprise Into Floating Hotel and Casino,FALSE
2210,Was Tom Hanks Arrested in Australia and Fitted with an Ankle Bracelet?,FALSE
2211,Donald Trump Kicked a Crying Baby Out of a Political Rally,FALSE
2212,Was a Baby Tossed to Safety During the Grenfell Tower Fire?,Mixture
2213,Plane with Landing Gear Failure Saved by Truck?,FALSE
2214,Does This Photo Show Trump Wearing a Protective Mask?,TRUE
2215,Is COVID-19 Stimulus Legislation Delayed Because of Pelosi?,Mixture
2216,Is It Dangerous to Wear a COVID-19 Protective Mask for Too Long?,Mixture
2217,Pokemon Go Uploads Your Data to Google Maps,FALSE
2218,Did Elon Musk Tweet a Dessert Picture from a Restaurant Amid COVID-19 Restrictions?,Mixture
2219,Video Showing Bill Clinton Rape of 13-Year-Old Girl Plunges Presidential Race Into Chaos,FALSE
2220,Were Pallets of Bricks Strategically Placed at US Protest Sites?,Mixture
2221,Gary Johnson Said Removal of Firing Pins Makes All Guns Fully Automatic?,Mixture
2222,Hillary Clinton Death Hoax,FALSE
2223,Brad Pitt Death Hoax,FALSE
2224,Woman Comes Out of Grave and Walks After Being Dead for Three Years,FALSE
2225,Did an Anonymous 4chan User Predict the Las Vegas Shooting Three Weeks in Advance?,Mixture
2226,Brock Turner Beaten with Sex Toys by Flash Mob,FALSE
2227,Is Germany Planning To Put Quarantine Violators in Detention Centers and Refugee Camps?,Mixture
2228,Leaked 2013 Trump Tax Return Shows He Paid Over 40 Million in Taxes,FALSE
2229,Did Bernie Sanders Leave the Democratic Party?,Mixture
2230,Is This a Photograph of a Flying Lizard?,FALSE
2231,Michelle Obama Copied Her 2008 DNC Speech from Saul Alinsky,Mixture
2232,"Donald Trump Donated Food, Supplies to Victims of Hurricane Matthew in North Carolina",TRUE
2233,Bernie Sanders Campaign Data Breach Controversy,Mixture
2234,Trump Threatened Military Action Against Mexico?,FALSE
2235,Did a Couple Kill a Dolphin by Urinating on It?,FALSE
2236,"Did Biden Claim 6,114 Military COVID-19 Deaths When There Were 7?",TRUE
2237,Did a Michigan County Threaten to Demolish Amish Homes Unless They Were Upgraded?,TRUE
2238,Marilyn Monroe Funeral Photograph,FALSE
2239,Jason Pierre-Paul Blows Off Other Hand After His Samsung Galaxy Note 7 Explodes,FALSE
2240,Did US Sen. Graham Say Trump Knows More Than CDC About Medicine?,FALSE
2241,Did Hurricane Irma Draw the Water Away from Beaches in Florida and the Bahamas?,TRUE
2242,Did Alexandria Shooter James Hodgkinson Hold a Sign With a Rand Paul Tweet?,FALSE
2243,Democrats File Treason Charges Against Trump,FALSE
2244,Did Ohio Police Pepper-Spray an Amputee Protester?,Mixture
2245,Trump Win Prompts Ford to Move Manufacturing from Mexico to Ohio,Mixture
2246,Did Trump Say Protesters Threw Cans of Soup at Police?,TRUE
2247,Did Kyle Rittenhouse Attend a Trump Rally?,TRUE
2248,Do Tulsa Trump Rally Attendees Have To Sign COVID-19 Waiver?,TRUE
2249,Did the Woman Behind Aunt Jemima Die a Millionaire?,FALSE
2250,Megawoosh Water Slide,FALSE
2251,Did Lack of Social Distancing in 1918 Pandemic Cause More Deaths Than WWI?,Mixture
2252,Is the Green Party on the Ballot in All 50 States?,TRUE
2253,Can Ancestry.com Take Ownership of Your DNA Data?,Mixture
2254,Are COVID-19 Tracing Apps Secretly Tracking Your Facebook and Phone Contacts?,Mixture
2255,Hillary Clinton Calls for Americans to Respect and Empathize with ISIS?,Mixture
2256,Shocking Video Shows Shark Attacking Surfer,FALSE
2257,Did Police in Riot Gear Disrupt a Violin Vigil for Elijah McClain?,Mixture
2258,Are Hallmark Cards Made In China?,Mixture
2259,Will Your Coronavirus Stimulus Check Count Against Your 2020 Tax Refund?,FALSE
2260,"Did 30,000 Scientists Declare Climate Change a Hoax?",Mixture
2261,Robbers Using Rubber Bands to Break Into Houses?,Mixture
2262,Ronald Reagan Beat Jimmy Carter in a Landslide Despite Trailing 6% in Polls?,Mixture
2263,Was a Florida Teacher Suspended After a Shocking Sex Ed Demonstration?,FALSE
2264,Is Netflix Giving Away Free 1-Year Subscriptions Due to COVID-19?,FALSE
2265,Face the Munich,Mixture
2266,Is This the Darkest Baby in the World?,FALSE
2267,Video Shows Hurricane Irma Hitting Antigua and Barbuda?,FALSE
2268,Did It Rain Black Stones on Turkey?,FALSE
2269,Kim Davis Seated Next to Gay Couples at SOTU?,FALSE
2270,Was Donald Trump Born in Pakistan?,FALSE
2271,Did the Obama Administration Fail to Prepare a Pandemic 'Game Plan'?,FALSE
2272,Did Arizona Superintendent Kathy Hoffman Push for Sex Ed in Kindergarten?,FALSE
2273,Did a Swimmer Become Infected with Flesh-Eating Bacteria in Myrtle Beach?,Mixture
2274,Sheep Walking Through Gate,FALSE
2275,"Due to Religious Intolerance, Facebook Bans All Christian-Themed Content",FALSE
2276,Is Nancy Pelosi in Critical Condition After a Head-On Drunk Driving Accident?,FALSE
2277,Prayer Request for 30 SEALs Killed in Afghanistan,Mixture
2278,Botched Medical Cannabis Trial in France?,Mixture
2279,Dandelion Root Kills 98% of Cancer Cells in 48 Hours?,Mixture
2280,Did Self-Described Psychic Sylvia Browne Predict the Coronavirus?,Mixture
2281,Did Criminal Justice Activist Donna Hylton Speak at the Democratic National Convention?,Mixture
2282,Joyce Meyer Dead at 73,FALSE
2283,Ruth Bader Ginsburg Taken to Hospital Unresponsive?,FALSE
2284,Is This a Real London Underground Sign?,FALSE
2285,Is This a Photo of Georgia Gov. Kemp and His Mother in KKK Garb?,FALSE
2286,Sonic Drive-In Red Tray Keychain Promotion,Mixture
2287,Did Walmart Introduce a Staggered Shopping Schedule?,FALSE
2288,Was Emily Jones Decapitated by a Somali Migrant?,Mixture
2289,Rush Limbaugh: Obama Sending Lesbian Farmers to Invade Red States,TRUE
2290,Sagging Pants,FALSE
2291,Tim Kaine Admits to Open Marriage on Twitter,FALSE
2292,Did AOC Tweet That Businesses Should Be Shut Down Until the Election?,FALSE
2293,Did Congress Designate Confederate Soldiers as United States Veterans?,Mixture
2294,Is FEMA Offering Hazard Pay Due to COVID-19?,FALSE
2295,Did the Kennedy Center Donate Stimulus Money to the DNC?,Mixture
2296,Did Spilled Salt Form an Image of Jesus?,FALSE
2297,Was This Lung Removed from a COVID-19 Patient?,TRUE
2298,Fowl Play,FALSE
2299,Small Canadian Town Will Give You a Job and Land to Relocate,Mixture
2300,Did Trump Say in February 2020 That COVID-19 Is Deadlier Than the Flu?,TRUE
2301,Obama Purging Military for Not Shooting Citizens,FALSE
2302,Megalodon: The Monster Shark Lives?,FALSE
2303,Lion Snuggles With Cat?,FALSE
2304,"Fisherman Captures 3,000-Pound Great White Shark in Great Lakes?",FALSE
2305,Video Shows Baby Delivered Inside Intact Amniotic Sac,TRUE
2306,Did Biden Set US 'Back 50 Years' on Energy Independence Progress?,Mixture
2307,Turtle Misshapen Due to Being Caught in Rubber Band for 19 Years?,Mixture
2308,Russian Billboard Features Trump and Putin,TRUE
2309,Did President Trump Give the Finger to the Italian Prime Minister?,Mixture
2310,Did MAD Magazine Lampoon Donald Trump in 1992?,TRUE
2311,"No, Gov. DeSantis Didn't Tell Biden 'Go F--- Yourself'",FALSE
2312,New Regulation Bans Children from Riding on Motorcycles,FALSE
2313,Is This Millionaire Brandon Torrent Urinating on a Homeless Person?,FALSE
2314,Does Hurricane Florence Now Contain Sharks?,FALSE
2315,Does a Photo Show Sen. Chuck Schumer Kissing a Young Girl?,FALSE
2316,Was COVID-19 Found in Packages of Toilet Paper?,FALSE
2317,Was Scott Baio Killed in a Small Plane Crash?,FALSE
2318,France Covered Up Torture and Mutilation of Bataclan Victims,FALSE
2319,Did Trump Promote Goya Foods from the Oval Office?,TRUE
2320,Have Plagues Repeated Exactly Every 100 Years?,Mixture
2321,What Is Cinco de Mayo?,FALSE
2322,Did a Woman Have a Dead Kitten Removed from Her Vagina?,FALSE
2323,Is COVID-19 a Bacterial Infection Easily Cured with Aspirin?,FALSE
2324,Are the Himalayas Visible from Northern India for First Time in 30 Years?,Mixture
2325,"Is a Dead Body Visible at Google Maps 52.376552,5.198303?",FALSE
2326,Do You Know the Danger of  Turning on the A/C After Starting the Engine?,FALSE
2327,"Chimpanzee Rapidly Memorizes, Locates Numbers on a Screen",Mixture
2328,Holocaust Teaching Ban in the UK?,FALSE
2329,Burger King Bows to Sharia Law?,Mixture
2330,Chief of the Kayap√≥ Devastated,FALSE
2331,Angelina Jolie to Send All Six Children Back to an Orphanage,FALSE
2332,Does Photo Show Aunt Jemima Chained to a Table?,FALSE
2333,Hillary Clinton Wore Secret Earpiece During First Presidential Debate?,FALSE
2334,Was Michael Moore Accused of Sexual Harassment?,FALSE
2335,Was Kenosha Corrections Building Destroyed in Protests?,TRUE
2336,Florida Officer Mistakes Donut Glaze for Methampetamines,TRUE
2337,Paul Ryan Conducting Obamacare Phone Survey,TRUE
2338,Does Charmin make Pumpkin Spice Bathroom Tissue?,FALSE
2339,Was the Texas Church Shooter an Atheist on the DNC Payroll?,FALSE
2340,Does Crayola Recycle Markers for Free?,Mixture
2341,Can You Vote Online with a Hashtag?,FALSE
2342,Is US Government Requiring Pantyhose Worn Over Masks?,Mixture
2343,President Obama: Americans Are Better Off Under Martial Law,FALSE
2344,Police Shoot Department Store Mannequin 67 Times After Mistaking it for Gunman,FALSE
2345,Was Mia Khalifa Diagnosed with HIV?,FALSE
2346,The Origins of Policing in the United States,Mixture
2347,Did CDC Issue Strict Rules for Reopening Schools in Pandemic?,Mixture
2348,Is Peanut Butter and Jelly Banned in Portland Schools Over Racism?,FALSE
2349,Asparagus vs. Cancer,Mixture
2350,How Warren Buffett Could Fix the Budget Deficit,TRUE
2351,Facebook Privacy Warning,Mixture
2352,Is This a Real Compact German Public Parking Garage?,FALSE
2353,The Boy Who Harnessed the Wind,TRUE
2354,"Bill Gates $5,000 Giveaway",FALSE
2355,Did Hillary Clinton Say Christians in America Must Deny Their Faith?,FALSE
2356,Is Amazon Offering Free 1-Day Shipping for Ballots?,FALSE
2357,John F. Kennedy Donated His Entire Presidential Salary to Charity,TRUE
2358,Did a Ship Reappear in the Bermuda Triangle 90 Years After Going Missing?,FALSE
2359,Did President Obama Say We Deserved 9/11?,FALSE
2360,Can Large Thanksgiving Dinners Lead to Jail Time in Oregon While ëCrack Is Legalí?,Mixture
2361,Was Jacob Blake Charged With Raping a Child?,FALSE
2362,Was Qassem Soleimani One of the American Embassy Hostage-Takers?,FALSE
2363,Social Security Changes to Take Effect 1 May 2016,Mixture
2364,Was National Stockpile Website Edited After Jared Kushner's Comments?,TRUE
2365,Pok√©mon Was Originally Designed for Satanists,FALSE
2366,Toddlers Killed More Americans than Terrorists in 2015,TRUE
2367,Pat Robertson Says Husbands Must Boycott Sex with Wives Voting Hillary,FALSE
2368,Escherian Stairwell,FALSE
2369,Wisconsin Recount Observers Find Voting Machines with Broken Seals?,FALSE
2370,Can Mouthwash 'Kill' COVID-19?,Mixture
2371,"Is This Joker Right That 'COVID's Over, Baby'?",FALSE
2372,Does a Photo Show a Menorah Displayed in Defiance of Nazism?,TRUE
2373,"Melania Trump Criticizes Charlottesville Violence, Plagiarizes Michelle Obama?",Mixture
2374,Does Joe Biden Own an Island in the Caribbean?,FALSE
2375,Tim Kaine Wears Communist Flag Pin at DNC,FALSE
2376,Did a Phone Service Outage Enable COVID-19 Tracking Apps To Be Placed in Phones?,Mixture
2377,Is an Australian Company Turning Human Embryos Into Jewelry?,Mixture
2378,Joel Osteen Endorses Donald Trump,FALSE
2379,Does Everyone with Cancer Have a pH That Is Too Acidic?,FALSE
2380,Was the Empire State Building Lit Green on 9/11 for a Muslim Holiday?,FALSE
2381,Is This a Real Video of a Thunderstorm Supercell?,FALSE
2382,Did Putin Issue an Arrest Warrant for George Soros?,FALSE
2383,FBI Warned About White Supremacists Infiltrating Police Departments,Mixture
2384,Is This Giant Spider Real?,FALSE
2385,"No, Ghislaine Maxwell Has Not Tested Positive for COVID-19 in Jail",FALSE
2386,Is a Testicular Blow Exponentially More Painful Than Childbirth?,FALSE
2387,U.S. Announces Plans to Ban Pokemon Go Permanently,FALSE
2388,Is Ozzy Osbourne on His Deathbed?,FALSE
2389,Did Pence Deliver Empty PPE Boxes to a Rehabilitation Center?,FALSE
2390,Killer Clown Leaves Warning Note to Cancel Halloween or Kids Will Die,FALSE
2391,Did Fauci Warn Trump in 2017 That a 'Surprise Outbreak' Was Coming?,TRUE
2392,Could Kids with COVID-19 Symptoms Be Quarantined Without Parental Consent?,FALSE
2393,Young Woman Struggles to Open Can of Spaghetti-Os,FALSE
2394,Were Chariot Wheels Found at the Bottom of the Red Sea?,FALSE
2395,Wheel of Fortune Says Goodbye to Vanna White?,FALSE
2396,Will Over Half A Million Sharks Be Killed for COVID-19 Vaccine?,Mixture
2397,Was COVID-19 Discovered in the US and South Korea on the Same Day?,TRUE
2398,Did the Guggenheim Museum Plan to Host Exhibits Criticized by Some as Cruel to Animals?,TRUE
2399,Did Canadian Fishermen Catch a 320-Pound Shrimp?,FALSE
2400,Donald Trump Accused of Rape and Human Trafficking,Mixture
2401,Graham Says Christians Must Support Trump or Face Death Camps,FALSE
2402,NYPD Looking to Press Charges Against Bill Clinton for Underage Sex Ring,FALSE
2403,"Hillary Clinton Diagnosed with Vascular Dementia, Has One Year to Live?",FALSE
2404,Who Increased the Debt?,Mixture
2405,Drinking Tequila Provides Many Health Benefits?,Mixture
2406,Did Sarah Palin Claim That Jesus Celebrated Easter?,FALSE
2407,Did Vermont Outlaw Anyone Under Age 21 from Owning a Cellphone?,Mixture
2408,Judges Rules the Government Can Ban Vegetable Gardens,Mixture
2409,Does This Picture Show George Floyd with a Bible?,TRUE
2410,Can You Vote Online with a Hashtag?,FALSE
2411,Trump Convoy Caught Spewing Racism on CB Radios?,Mixture
2412,Did Trump Admin Memo Explain How To Spot Transgender People?,TRUE
2413,Colin Kaepernick Wore Socks Depicting Police as Pigs,TRUE
2414,Did Biden Ban Saying 'China Virus' With Executive Order?,Mixture
2415,Michelle Wants YOU to Monitor Your Own Family Members,FALSE
2416,Law Charges Protesters With Terrorism?,Mixture
2417,Son of a Woodcutter,FALSE
2418,Does the Supplement InteliGEN Increase Intelligence?,Mixture
2419,Did Kanye West Wear a Confederate Flag Patch?,TRUE
2420,Did Amazon Solicit Donations to Help Pay Worker Sick Leave?,TRUE
2421,Powerball Wealth Sharing Meme,FALSE
2422,Are Michigan Lawmakers Considering a Bill To Microchip Residents?,Mixture
2423,Bomb-Sniffing Dogs Killed in Kuwait?,Mixture
2424,Who Stripped Jessica Rabbit,FALSE
2425,Reporter Displays Trump/Pence Sticker at Al Smith Dinner,FALSE
2426,Did an Ohio Man Die of COVID-19 After Vowing Not To Wear a Face Mask?,TRUE
2427,Did Trump Administration Fire the US Pandemic Response Team?,TRUE
2428,Mitch McConnell Blocked New Bipartisan Panel From Investigating Russian Hacks?,Mixture
2429,Did a Texas Girl Need Surgery After Choking on Part of a Fidget Spinner?,TRUE
2430,Cheez-It Crackers and TBHQ,Mixture
2431,Terminally Ill Nine-Year-Old Hopes for Christmas Cards?,Mixture
2432,"Bernie Sanders, FDR, and Contested Conventions",Mixture
2433,"Did Police Shoot a White Coal Miner, Thinking He Was Black?",FALSE
2434,Brandenn Bremmer Suicide,Mixture
2435,Chris Christie Said Teachers Should Only Make Minimum Wage?,FALSE
2436,Video Shows Baby Delivered Inside Intact Amniotic Sac,TRUE
2437,Death of Rachel Hoffman,TRUE
2438,"Did Hillary Clinton Side With Kremlin on Sanctions Due to a $500,000 Payment to Bill?",Mixture
2439,Are the Himalayas Visible from Northern India for First Time in 30 Years?,Mixture
2440,Did a Mom Beat Her Son to Death for Refusing to Dress Like a Girl?,FALSE
2441,Did Elisa Granato Die from COVID-19 Trial Vaccination?,FALSE
2442,Can You Get Free Baby Formula During COVID-19 Crisis by Calling the Company?,FALSE
2443,Global Sea Ice at a Record-Breaking Low,TRUE
2444,Imelda Marcos Dead?,FALSE
2445,"Pok√©mon Enthusiast Stabbed, Turns Down Medical Treatment to Keep Playing",TRUE
2446,Does a Pic Show Antifa in Seattle Protest Zone?,FALSE
2447,Did Billy Graham Issue a Stunning Statement on Donald Trump?,FALSE
2448,The Origins of Boxing Day,FALSE
2449,Millions of Muslims March Against the Islamic State?,Mixture
2450,Cheating at the Gas Pump,Mixture
2451,Donald Trump Praises Colonel Sanders for His Service in the Civil War?,FALSE
2452,Does Trump Benefit Financially by Promoting Hydroxychloroquine as COVID-19 Treatment?,Mixture
